vehicle_id,vehicle_type,mileage,avg_daily_km,engine_health,brakes_health,tyres_health,battery_health,coolant_temp_c,vibration_rms,brake_pad_mm,days_since_last_service,is_overdue,risk_score,failure_within_30d
FL-2257,Heavy Truck,132040,199,82.1,31.5,34.2,81.3,88.4,1.32,5,49,0,36,0
FL-2258,Light Truck,354706,110,75.8,59,70.4,93.6,88.9,1.61,8,117,1,54,0
FL-2259,Utility Pickup,362268,178,61.5,62.1,87.2,55.9,94,1.96,8.3,122,1,59,0
FL-2260,Heavy Truck,530325,446,56.1,65.9,70.4,74.7,96.4,2.36,8.7,121,1,61,0
FL-2261,Utility Pickup,444462,85,67.6,49.7,68.5,59.9,93.2,1.89,6.8,129,1,64,0
FL-2262,Light Truck,48326,143,71.5,27.1,92.3,47,91.9,1.56,4.6,49,0,34,0
FL-2263,Heavy Truck,258218,357,65.3,76.9,59.6,68.4,94.3,1.79,9.8,25,0,32,0
FL-2264,Heavy Truck,282298,183,93.7,67.4,48.7,32.2,84.4,1.01,8.8,151,1,54,0
FL-2265,Heavy Truck,477134,404,88.6,54,33.6,49.9,86.1,1.02,7.4,146,1,62,1
FL-2266,Utility Pickup,481907,218,42.4,30,32,96.5,101.4,2.69,4.9,137,1,77,1
FL-2267,Utility Pickup,169952,162,71,63.3,28.3,45.8,89.9,1.6,8.1,169,1,60,1
FL-2268,Light Truck,28054,131,83.2,89.3,64.1,41.7,87.8,1.17,10.9,82,0,18,0
FL-2269,Heavy Truck,196825,333,48,42.7,95.4,66.8,97.8,2.39,6.2,144,1,64,1
FL-2270,Mini Truck,365606,282,36.5,69.5,80.1,52.9,102,2.85,8.8,61,0,40,0
FL-2271,Utility Pickup,550674,126,80.1,75.9,56.1,33.8,87.5,1.44,9.7,103,1,60,0
FL-2272,Utility Pickup,62567,178,62,29.6,38.8,40.2,94.6,1.96,4.7,120,1,70,0
FL-2273,Mini Truck,323869,166,40.6,93.5,32,48.1,101.6,2.82,11.2,153,1,65,1
FL-2274,Light Truck,356715,330,73,27.8,59.2,37.6,89.6,1.73,4.6,94,1,68,1
FL-2275,Heavy Truck,244161,160,58.8,46.4,51.1,41.3,94.1,2.1,6.7,151,1,68,1
FL-2276,Rigid Truck,241458,419,25,58.9,36.6,78.5,106.6,3.29,7.7,52,0,50,0
FL-2277,Rigid Truck,501741,401,29.6,58.2,84.2,69.3,103,3.08,7.8,61,0,47,0
FL-2278,Heavy Truck,310907,383,29.6,22.9,52.6,31.6,103.8,3.27,4.2,170,1,85,1
FL-2279,Light Truck,387428,82,31.4,21.4,64.5,44.8,104.4,3.24,3.8,58,1,85,1
FL-2280,Utility Pickup,58325,298,49.5,95.3,52,77.4,98.8,2.49,11.6,134,1,52,0
FL-2281,Mini Truck,516801,405,23.6,28.5,38.9,86.1,106.7,3.37,4.5,34,0,60,0
FL-2282,Utility Pickup,78652,311,21.6,28.1,89.9,41,107,3.34,4.8,40,0,51,0
FL-2283,Light Truck,463911,279,22.3,42.1,43.3,45.2,106.5,3.28,6,142,1,83,1
FL-2284,Light Truck,367618,301,60.9,96.5,76,79.9,95.1,2.2,11.5,92,1,48,1
FL-2285,Light Truck,433969,154,77.4,30.4,68.3,96.1,88.7,1.55,4.8,43,0,36,0
FL-2286,Utility Pickup,53966,433,43.2,20.2,35.1,68.9,101.3,2.63,3.7,45,1,75,1
FL-2287,Heavy Truck,225173,315,94.5,47.5,89.5,80,84.1,0.92,6.7,78,0,23,0
FL-2288,Light Truck,235822,392,23.9,74.2,80.6,59.1,107.8,3.5,9.3,82,0,42,0
FL-2289,Mini Truck,155885,181,21.6,63.8,57,33.8,106.6,3.34,8.4,68,0,49,0
FL-2290,Heavy Truck,297403,304,39.6,85.7,84.8,92,101.4,2.73,10.4,136,1,56,1
FL-2291,Rigid Truck,260934,155,42.8,63.1,91.6,98.8,99.7,2.56,8.2,27,0,34,0
FL-2292,Mini Truck,63562,354,70.7,54.5,26.6,34.2,90.1,1.59,7.5,115,1,63,1
FL-2293,Utility Pickup,34981,376,83.9,27.2,33,75.1,87.1,1.22,4.7,93,1,61,1
FL-2294,Heavy Truck,207144,223,28.3,33.7,79.3,90.4,103.8,3.36,5.2,49,0,48,1
FL-2295,Rigid Truck,144299,371,68.4,76,60.1,83.8,92.1,1.71,9.4,38,0,24,0
FL-2296,Utility Pickup,518442,215,41.7,39.2,33.9,44.2,99.4,2.79,6,163,1,80,1
FL-2297,Rigid Truck,353795,92,66,23.7,88.1,95.6,92,1.87,4.4,172,1,61,1
FL-2298,Mini Truck,309465,332,90.1,53.8,43,64.7,86.4,0.9,7.3,100,1,57,1
FL-2299,Utility Pickup,482984,183,96.3,79.6,92.5,54.6,82.6,0.79,9.9,55,0,21,0
FL-2300,Heavy Truck,275683,382,80.7,91.8,82.4,44.6,88.2,1.3,11.1,105,1,45,0
FL-2301,Light Truck,521304,281,86.3,38.8,82.7,69.5,87.1,1.21,5.8,4,0,33,0
FL-2302,Heavy Truck,260435,377,91.1,42.4,85.4,71.7,84.8,1.13,6.2,156,1,51,0
FL-2303,Mini Truck,100717,402,49.8,60.1,54.5,88,98.1,2.42,8.1,173,1,59,0
FL-2304,Heavy Truck,547675,320,58,61.3,93.4,50.4,96.8,2.29,8,111,1,62,1
FL-2305,Rigid Truck,229268,427,70.2,58.5,68.4,43.5,91.5,1.64,7.8,12,0,34,0
FL-2306,Utility Pickup,235551,303,31.9,85.5,56.8,39.6,104.5,3.06,10.4,110,1,64,1
FL-2307,Rigid Truck,161103,147,45.7,46.4,72.9,73.1,100.6,2.64,6.6,144,1,63,0
FL-2308,Heavy Truck,411013,382,47.6,28.2,89.3,57,98.1,2.45,4.7,39,0,49,1
FL-2309,Light Truck,91446,277,89.1,72.4,45.8,81,84.8,0.94,9.2,95,1,47,0
FL-2310,Heavy Truck,353378,378,53.2,77.2,30.8,95.6,96.7,2.3,9.7,96,1,62,0
FL-2311,Light Truck,405430,209,95,31.3,75.7,71.5,85,0.89,4.9,132,1,56,0
FL-2312,Mini Truck,400589,252,32.4,31.1,50.2,39.1,104.3,3.09,5,23,0,61,0
FL-2313,Light Truck,557265,172,80.1,47.9,79.7,55.3,87.3,1.54,6.6,74,0,37,0
FL-2314,Rigid Truck,230282,388,88.7,86.1,66.4,52.4,84.4,1.24,10.6,4,0,22,0
FL-2315,Light Truck,237274,349,95.8,90.5,28.9,43.1,83.9,0.81,11.1,82,0,24,0
FL-2316,Heavy Truck,397020,109,95.3,43.6,51.1,71.7,82.3,0.87,6.3,46,0,34,0
FL-2317,Rigid Truck,268633,240,47,90.1,90.5,40.5,97.5,2.64,11.2,68,0,30,0
FL-2318,Heavy Truck,411879,211,62.8,60.7,76,52.9,95,2.01,8.2,147,1,61,1
FL-2319,Light Truck,98452,402,91.5,82,32.8,45.6,84.1,0.94,10.3,37,0,23,0
FL-2320,Heavy Truck,113878,331,64.7,67.1,42.6,33.5,92,2.05,8.5,134,1,59,0
FL-2321,Utility Pickup,269928,367,56.8,96,46.4,97.2,94.6,2.14,11.7,48,0,26,0
FL-2322,Rigid Truck,103377,426,77.3,44.3,48.4,36,89.4,1.53,6.4,22,0,37,0
FL-2323,Light Truck,361079,378,27.3,54.8,51.4,44.5,105.3,3.25,7.5,43,0,52,1
FL-2324,Light Truck,299673,102,45.5,87.2,36.3,55.7,100.3,2.64,10.5,16,0,38,0
FL-2325,Mini Truck,99304,167,27.2,24.5,33,81.9,105.9,3.1,4.2,161,1,80,1
FL-2326,Heavy Truck,75909,274,70.9,99,46.4,96.4,92.3,1.68,12,108,1,41,0
FL-2327,Utility Pickup,168088,326,59.1,98.2,49.4,81.8,95.7,2.08,11.7,152,1,51,1
FL-2328,Rigid Truck,252341,352,48.4,48.8,62.9,48.3,98.4,2.44,6.7,173,1,68,1
FL-2329,Heavy Truck,62187,408,68.7,46.1,55.2,44.2,91.7,1.78,6.6,136,1,59,1
FL-2330,Rigid Truck,495601,104,82.3,62.8,43.6,57.1,87.5,1.3,8.3,40,0,34,0
FL-2331,Utility Pickup,254806,183,71.1,30,38.3,83.2,90.5,1.68,4.9,76,1,66,1
FL-2332,Mini Truck,548810,317,20,38.8,79.8,67.5,106.6,3.62,5.9,142,1,80,1
FL-2333,Mini Truck,68499,230,96.4,24.5,84.1,70.7,82,0.92,4.2,115,1,52,1
FL-2334,Rigid Truck,359188,167,31.9,42.5,58.5,79.8,103,3.02,6.2,42,0,49,0
FL-2335,Mini Truck,187147,201,68.1,66.7,80,60.9,91.6,1.72,8.7,76,0,29,0
FL-2336,Rigid Truck,434806,382,28.1,41.3,29.5,35.5,104.9,3.34,6,22,0,62,0
FL-2337,Utility Pickup,398435,89,50.1,78.8,93.8,78.2,97.1,2.58,10,44,0,30,0
FL-2338,Light Truck,44982,161,36.9,48.6,42,30.9,101,2.85,6.8,41,0,49,1
FL-2339,Utility Pickup,462853,296,58.6,28.5,34.4,90.1,94.5,2.06,4.5,96,1,73,1
FL-2340,Mini Truck,191327,415,76.3,80.7,43.4,81.9,90.5,1.39,10,142,1,51,0
FL-2341,Mini Truck,137733,87,18.3,56.1,77,68.4,106.7,3.54,7.4,136,1,70,1
FL-2342,Utility Pickup,281402,215,58.2,73.4,25.1,68,96.4,2.31,9.1,60,0,37,0
FL-2343,Heavy Truck,30487,276,73.8,40.9,94.7,67.7,91.4,1.71,5.8,115,1,54,1
FL-2344,Mini Truck,302222,198,86.8,79.2,81.6,52.9,87,1.22,9.8,110,1,44,0
FL-2345,Mini Truck,192792,183,63.7,86.5,77.8,41.3,92.7,2.07,10.6,22,0,27,0
FL-2346,Heavy Truck,350840,232,18.3,33.8,46.7,88.3,107.5,3.61,5.3,96,1,81,1
FL-2347,Mini Truck,534623,97,48.2,62,89,65.6,99,2.45,8.2,102,1,65,1
FL-2348,Utility Pickup,81639,402,36.8,89.3,59,98.3,103.7,2.81,11,108,1,53,1
FL-2349,Heavy Truck,255155,259,61.3,91.5,67.1,67.3,93.9,1.92,11.2,11,1,52,0
FL-2350,Mini Truck,384133,160,63.1,97.8,37.6,53.6,94,2.01,11.9,53,1,57,0
FL-2351,Light Truck,68274,284,94.8,49.9,41.5,97,82.9,0.73,7,37,1,49,0
FL-2352,Heavy Truck,199158,427,58.9,74.6,41.4,50.8,94.6,2.07,9.5,49,0,34,0
FL-2353,Heavy Truck,529622,254,61,39.1,48.2,69.6,93.6,2.01,6,57,0,46,0
FL-2354,Light Truck,260036,417,96.4,56.4,53.8,40.9,83.5,0.83,7.5,152,1,53,0
FL-2355,Heavy Truck,221703,90,41.7,66.4,81.5,65.2,99.4,2.79,8.7,128,1,60,1
FL-2356,Heavy Truck,428479,191,63.2,41.5,66.1,96.6,93.8,1.92,5.9,56,1,61,1
FL-2357,Mini Truck,60295,395,44.2,93,42.4,74.7,99.5,2.8,11.2,164,1,57,0
FL-2358,Rigid Truck,360813,169,44.4,42.5,94.8,88.7,100.8,2.58,6.1,157,1,63,1
FL-2359,Mini Truck,85020,355,53.3,70.8,49.2,52.8,96.9,2.19,8.9,142,1,59,1
FL-2360,Mini Truck,290322,357,55,93.2,50,90,96.1,2.4,11.3,69,1,51,0
FL-2361,Utility Pickup,470967,188,94.3,30,79,93.3,85.3,0.95,4.8,114,1,57,0
FL-2362,Mini Truck,481073,268,21.9,43.5,88.8,55,107.5,3.36,6.1,91,1,78,1
FL-2363,Utility Pickup,500226,306,93.8,59.5,89.7,37.7,83.1,0.81,7.8,49,0,30,0
FL-2364,Rigid Truck,343091,196,91.2,79.2,52,74.5,83.5,1.11,9.8,167,1,48,0
FL-2365,Heavy Truck,135098,211,90.2,46.5,38.6,66.5,83.7,1.07,6.7,125,1,57,1
FL-2366,Rigid Truck,522459,155,91.9,94.2,80.2,98.8,85.7,1.06,11.5,37,0,16,0
FL-2367,Light Truck,20737,247,62.6,87.7,52.4,86.2,94.3,1.92,10.9,53,0,23,0
FL-2368,Utility Pickup,82815,284,70.1,39.5,34.3,84.7,92.4,1.79,5.7,161,1,62,1
FL-2369,Rigid Truck,281313,338,50.6,48.1,40,34.5,98.1,2.45,6.9,47,0,48,1
FL-2370,Light Truck,304313,389,79.7,60.4,53.5,81.3,89.7,1.44,8.1,54,0,29,0
FL-2371,Rigid Truck,533328,135,45.8,45.6,81.7,76.4,99,2.65,6.4,4,0,46,0
FL-2372,Mini Truck,370924,328,28.6,41.8,64.1,41.1,105,3.32,6.1,25,0,55,0
FL-2373,Utility Pickup,312541,299,63.8,35.3,60.7,98.7,92.4,1.97,5.4,156,1,64,1
FL-2374,Utility Pickup,413028,262,89.7,62.5,43.5,61.1,86.7,1.04,8.1,25,0,31,0
FL-2375,Light Truck,174092,340,24.8,81.8,48.3,76,106.9,3.48,10.2,162,1,64,1
FL-2376,Utility Pickup,246672,177,18.8,57.4,63.3,58.7,109.4,3.42,7.5,81,1,75,1
FL-2377,Rigid Truck,531199,235,25.5,28.9,37.2,86.5,106.7,3.3,4.7,79,1,83,1
FL-2378,Rigid Truck,490809,112,29.7,30.6,90.4,93.5,105.1,3.15,4.9,134,1,75,1
FL-2379,Light Truck,189995,303,77.2,98.9,25.3,36.2,90.1,1.38,11.8,148,1,53,1
FL-2380,Heavy Truck,529400,446,18.8,37.8,55.3,81.8,109.3,3.43,5.6,36,0,57,1
FL-2381,Heavy Truck,485548,426,37.1,32.8,34.2,89.6,103.6,2.89,5.3,43,0,56,0
FL-2382,Light Truck,350956,225,79.6,48.6,75.6,39.2,89,1.48,6.8,24,0,34,0
FL-2383,Heavy Truck,154554,436,49,33,36.7,35.2,98.2,2.61,5,53,0,52,0
FL-2384,Light Truck,507094,277,20.4,56.4,82.7,61.8,107.8,3.61,7.5,90,0,50,0
FL-2385,Light Truck,435873,170,20.9,81,36.6,54.2,107,3.36,10.1,59,0,50,0
FL-2386,Light Truck,138652,416,97.2,69.7,46.9,53.3,82,0.73,8.9,159,1,45,0
FL-2387,Rigid Truck,555133,183,90.4,92.2,86.5,33.1,85,1,11.2,148,1,47,0
FL-2388,Heavy Truck,158064,187,88.8,28.4,56.3,75,85.8,1,4.9,148,1,57,1
FL-2389,Light Truck,273890,329,27.7,60.8,91.7,78.7,106.6,3.17,8.1,47,0,43,0
FL-2390,Mini Truck,406071,101,33.1,30.6,37.9,49.6,102.5,2.93,4.9,163,1,82,1
FL-2391,Mini Truck,424712,124,30.7,81.1,61.8,58,105.4,3.08,10,114,1,66,0
FL-2392,Light Truck,120559,248,58.1,40.9,51.6,32.6,95.9,2.19,5.9,115,1,68,0
FL-2393,Heavy Truck,113712,182,26.3,95.5,71.8,56.3,106.3,3.37,11.6,126,1,59,0
FL-2394,Utility Pickup,74916,370,93.3,40.6,46.6,86.5,84.9,0.95,6,22,1,50,0
FL-2395,Rigid Truck,557003,229,88.8,51.1,79.7,75.1,85.1,1.15,6.9,34,0,29,0
FL-2396,Heavy Truck,90701,156,57.5,91.7,87.9,38.6,96.4,2.18,11,23,0,27,0
FL-2397,Light Truck,33341,140,21,22.4,26.8,69.1,108.5,3.36,4.1,76,0,59,0
FL-2398,Light Truck,178180,160,22.1,66.8,32.4,88.2,108.1,3.45,8.6,151,1,71,0
FL-2399,Rigid Truck,412799,366,35.2,78.5,80.9,54.5,101.9,2.83,9.7,157,1,64,1
FL-2400,Heavy Truck,147181,158,38.6,94.6,79.9,61.8,101.1,2.96,11.3,41,0,29,0
FL-2401,Rigid Truck,43344,238,47.5,27.9,84.5,77.9,99.4,2.43,4.7,9,0,42,0
FL-2402,Utility Pickup,434140,162,30.8,49,61,59.3,105.1,3,6.9,153,1,76,1
FL-2403,Rigid Truck,324063,200,44,43.2,92.2,65,101.4,2.54,6.2,63,0,43,0
FL-2404,Mini Truck,276071,359,70.5,33.4,36.1,76.4,91.3,1.59,5.1,108,1,65,1
FL-2405,Utility Pickup,114048,443,37.6,30.4,69.5,57,100.5,3,4.8,105,1,72,1
FL-2406,Mini Truck,67406,144,25.8,90.8,83.5,72.2,106.7,3.18,11.2,57,0,34,0
FL-2407,Rigid Truck,291275,312,71.2,34.8,45.9,50.3,92,1.56,5.2,109,1,68,1
FL-2408,Rigid Truck,407247,286,79.9,43.2,30.1,87,87.6,1.39,6.3,84,0,39,0
FL-2409,Heavy Truck,118027,314,38,24.9,93.3,60.5,101.8,2.78,4.2,144,1,71,0
FL-2410,Light Truck,222149,438,89.7,52.9,80.5,90.1,85.5,0.94,7,48,0,21,0
FL-2411,Mini Truck,510029,233,73.1,36.6,53.4,59.4,89.8,1.7,5.5,138,1,68,1
FL-2412,Light Truck,200251,207,28,37.7,48.8,43.6,105,3.22,5.8,30,0,55,0
FL-2413,Rigid Truck,277603,258,81.8,20.5,48.7,75.2,89.3,1.41,4,169,1,65,0
FL-2414,Heavy Truck,33893,237,35,38.8,66.2,70.6,103.3,2.97,5.9,60,0,46,1
FL-2415,Mini Truck,60771,283,60.9,93.5,87.4,95.7,94,2.01,11.4,161,1,40,0
FL-2416,Light Truck,39173,192,91.2,23,37.1,33.5,83.6,1.05,4,105,1,61,0
FL-2417,Utility Pickup,42976,255,81.9,32.7,35.2,63.1,87.6,1.35,5.3,45,1,59,0
FL-2418,Heavy Truck,149663,308,79.9,44,89.4,99,88,1.39,6.5,64,0,25,0
FL-2419,Mini Truck,133440,364,62.1,70.1,34.8,53.5,95.5,1.9,8.8,102,1,61,1
FL-2420,Utility Pickup,25010,143,32.7,65.5,96,45.2,103.9,3.15,8.4,21,0,37,0
FL-2421,Rigid Truck,507866,388,52.2,82,51.3,69.5,98.7,2.38,10,10,0,37,0
FL-2422,Utility Pickup,55315,174,39.2,68.3,28.9,96.5,101.4,2.98,9,122,1,63,1
FL-2423,Utility Pickup,256739,121,84.7,25,92.8,31,88.1,1.13,4.2,128,1,62,1
FL-2424,Light Truck,352092,348,85.1,87.4,31.7,44.5,87,1.36,10.7,60,0,31,0
FL-2425,Mini Truck,310090,214,42.7,47.2,93.9,89.2,99.2,2.58,6.6,22,0,41,0
FL-2426,Mini Truck,201871,451,31.1,33.5,42.5,65.7,105.5,3.25,5,93,1,77,1
FL-2427,Rigid Truck,308984,380,85.7,87.9,54.4,53.1,85.6,1.21,10.9,133,1,49,0
FL-2428,Heavy Truck,116845,113,59.4,53.7,26.3,43,94.4,2.14,7.5,84,0,42,0
FL-2429,Rigid Truck,444434,178,83.8,98.7,83.4,72.8,88.2,1.3,11.7,104,1,42,0
FL-2430,Rigid Truck,82319,184,25.5,93.3,62.6,85.7,104.9,3.27,11.1,10,0,33,0
FL-2431,Mini Truck,324133,104,24.8,72.4,88.3,55.6,104.6,3.36,9.2,162,1,68,1
FL-2432,Light Truck,183798,241,31.1,23.3,46.7,36.5,104.7,3.15,4,148,1,82,1
FL-2433,Mini Truck,492653,132,80.2,84.2,55.4,75.6,88.6,1.52,10.2,76,0,26,0
FL-2434,Utility Pickup,312740,198,88.2,82.1,93.8,54.2,86.2,1.16,10.3,96,1,43,0
FL-2435,Mini Truck,479256,249,83.7,41.1,78.1,74.6,87.7,1.42,6,112,1,59,0
FL-2436,Light Truck,558232,379,53.4,48.5,26.6,61,98.1,2.29,6.6,160,1,77,1
FL-2437,Light Truck,62532,446,37.7,80.9,87.4,35,101.7,2.93,10,101,1,60,0
FL-2438,Rigid Truck,46021,118,77,48.5,46.3,60.8,88.1,1.39,6.6,74,0,34,0
FL-2439,Rigid Truck,370675,456,91.2,87.2,88.6,87.8,83.6,0.91,10.7,13,0,16,0
FL-2440,Rigid Truck,449906,266,19.3,68,83,50,107,3.45,8.8,15,0,49,0
FL-2441,Mini Truck,334981,189,29.3,73.8,72.4,82.9,105.4,3.32,9.2,168,1,64,1
FL-2442,Light Truck,278662,132,90.2,23.7,69.9,73.5,85.9,1.12,4.4,119,1,60,1
FL-2443,Mini Truck,107239,364,72.7,63.2,45.1,46.1,89.5,1.78,8.1,59,0,34,0
FL-2444,Mini Truck,441610,453,62.5,27.9,72.3,69.6,95.3,1.88,4.7,43,0,44,0
FL-2445,Light Truck,62624,238,57.7,24.3,37.5,35.9,94.6,2.12,4.2,104,1,75,1
FL-2446,Rigid Truck,73405,216,48.9,45.3,43.8,37.6,97.1,2.63,6.5,101,1,69,1
FL-2447,Mini Truck,78165,389,70.8,86.7,66.2,81.2,90.6,1.77,10.8,147,1,45,0
FL-2448,Light Truck,58713,143,81.2,72.2,31.5,54.9,87.9,1.24,9,135,1,52,0
FL-2449,Heavy Truck,182647,158,97.1,47.5,47.7,94.5,83.5,0.77,6.7,170,1,49,1
FL-2450,Light Truck,463056,277,82.9,37.5,43.3,83.2,86.3,1.24,5.6,119,1,64,0
FL-2451,Light Truck,311328,211,82.8,24.7,37.1,53,88.4,1.37,4.4,146,1,68,1
FL-2452,Mini Truck,114768,406,73.6,94.8,29.7,52.3,91.8,1.6,11.4,47,0,28,0
FL-2453,Heavy Truck,386730,238,73.1,85.4,48.2,58.1,90.3,1.75,10.3,116,1,52,0
FL-2454,Heavy Truck,502325,247,74.1,74,93,58.6,89.4,1.6,9.2,154,1,52,0
FL-2455,Rigid Truck,301865,168,53.8,74.2,93.1,49.2,96.9,2.22,9.3,99,1,55,0
FL-2456,Light Truck,200534,453,88,75,63.6,64.7,86.3,1.16,9.6,40,0,22,0
FL-2457,Utility Pickup,240632,265,60.5,63.5,35.8,55.1,95,2.16,8.2,152,1,65,0
FL-2458,Rigid Truck,406680,295,92.2,64.2,61.5,61.3,84.9,0.96,8.4,28,0,29,0
FL-2459,Light Truck,434382,315,80.7,53.3,78.5,80,87.4,1.3,7.1,158,1,55,0
FL-2460,Rigid Truck,472457,434,67,38.5,34.3,63.5,93,1.81,5.8,98,1,69,1
FL-2461,Mini Truck,403465,83,34.6,46.7,47.3,89.2,104.2,3.05,6.5,33,0,51,0
FL-2462,Rigid Truck,478698,357,76.8,81.5,44,71.9,90.1,1.5,10,172,1,53,0
FL-2463,Heavy Truck,64781,345,74.3,28.6,72.4,57.3,89.5,1.58,4.7,103,1,61,1
FL-2464,Utility Pickup,109234,322,37.2,93.2,37.8,89.8,102.2,2.86,11.4,100,1,59,0
FL-2465,Light Truck,105012,128,27.3,59.9,30.7,44.1,105.7,3.39,8.1,33,1,74,1
FL-2466,Light Truck,231350,433,65.6,52.3,76.9,87.7,91.8,1.95,7.1,66,1,57,1
FL-2467,Rigid Truck,26777,109,40.8,25.3,63.5,48.1,101.8,2.68,4.3,146,1,71,1
FL-2468,Light Truck,159538,116,43.9,38.4,74.6,70.4,100.7,2.73,5.9,120,1,66,1
FL-2469,Light Truck,134754,312,33.2,98.4,61.8,41.7,103.6,2.9,11.8,105,1,60,0
FL-2470,Mini Truck,493630,365,95.3,66.3,26.1,85,83,0.94,8.5,12,0,29,0
FL-2471,Rigid Truck,344413,369,51.8,35.7,71.8,54.6,96.4,2.24,5.5,57,0,46,0
FL-2472,Mini Truck,322014,396,44.7,41.3,39,52.8,100.6,2.5,6.1,107,1,77,1
FL-2473,Utility Pickup,386624,213,27.1,92.2,59.2,97,106.2,3.28,11.4,82,0,39,0
FL-2474,Mini Truck,234647,222,58.2,30.1,44.2,37.6,94.4,2.13,4.8,27,0,51,0
FL-2475,Rigid Truck,122388,457,19.5,66.5,42.4,48.9,106.6,3.5,8.6,48,1,72,1
FL-2476,Utility Pickup,43697,333,47.1,39.3,64.1,69.7,97.7,2.62,5.9,87,0,41,0
FL-2477,Light Truck,110310,226,21.4,95.9,27.4,33.8,108,3.3,11.6,172,1,69,0
FL-2478,Light Truck,361897,248,62.6,28.5,43,87.2,94.3,1.92,4.9,92,1,72,1
FL-2479,Heavy Truck,197489,447,54.1,90.8,61.9,85.8,96.8,2.37,10.9,9,0,28,0
FL-2480,Light Truck,161546,350,69.7,51.3,60.2,95.5,92.4,1.73,6.9,157,1,56,1
FL-2481,Heavy Truck,333110,130,65.5,40.3,58,42.5,92.5,1.85,5.8,54,0,43,0
FL-2482,Heavy Truck,125869,382,23.5,42.5,79.4,77.7,107.4,3.25,6.1,14,0,45,0
FL-2483,Rigid Truck,221404,387,81.4,29.1,72,37.7,88.6,1.44,4.9,93,1,62,0
FL-2484,Utility Pickup,482135,315,63.5,95.1,63.6,41.7,92.5,1.93,11.4,69,0,32,0
FL-2485,Heavy Truck,179853,352,26.1,81,71.6,67.7,104.8,3.2,10,23,0,40,0
FL-2486,Mini Truck,452634,272,74.7,35.5,45,74.9,89.6,1.56,5.5,168,1,65,1
FL-2487,Mini Truck,55823,341,57.2,31.1,88.2,93.2,95.1,2.26,4.8,40,0,35,0
FL-2488,Utility Pickup,502614,445,32,92,76.2,48.1,103.9,3.02,11,101,1,63,0
FL-2489,Mini Truck,307394,251,49.2,97.4,28.6,72,99.7,2.43,11.8,16,0,33,0
FL-2490,Rigid Truck,258549,283,19.7,76.5,43.7,81.6,108,3.45,9.4,135,1,68,1
FL-2491,Utility Pickup,397255,183,25,30.1,53.5,48.9,105.3,3.19,4.9,54,0,60,0
FL-2492,Light Truck,238518,390,19.5,79.6,93.3,97.5,107.6,3.49,10.1,5,0,35,0
FL-2493,Heavy Truck,357233,432,43.3,90.8,37.9,80.9,100.1,2.61,10.9,156,1,60,1
FL-2494,Rigid Truck,409574,318,45.2,38.6,70.6,59.3,100,2.6,5.9,17,0,50,0
FL-2495,Heavy Truck,62696,272,47.8,80.1,90.6,88.8,97.4,2.43,10.1,121,1,50,0
FL-2496,Utility Pickup,341695,160,52.7,30,46.3,62.9,98.2,2.43,4.9,137,1,75,0
FL-2497,Heavy Truck,459223,237,81.2,53.8,43.7,50.7,87.8,1.31,7.1,39,0,37,0
FL-2498,Rigid Truck,387304,229,35.2,34.8,83.2,63.2,102.1,2.98,5.3,22,0,52,0
FL-2499,Rigid Truck,31009,203,97.6,64,62.2,85,83.6,0.7,8.5,23,0,19,0
FL-2500,Rigid Truck,146805,213,81.5,88.2,50.4,97.8,88.7,1.46,11,14,0,18,0
FL-2501,Utility Pickup,394178,329,26.1,51.8,63,52.2,105.5,3.35,7,145,1,79,1
FL-2502,Utility Pickup,248795,382,44.2,96.2,91.9,45.7,100.4,2.52,11.8,13,0,29,0
FL-2503,Light Truck,260272,244,28.4,27.1,93.9,72.3,105,3.27,4.7,122,1,72,1
FL-2504,Mini Truck,110738,161,77.8,50.5,31,92.2,90.3,1.51,7.1,136,1,55,0
FL-2505,Light Truck,393350,118,37.4,45.1,67.9,37.3,103.2,2.88,6.5,142,1,77,1
FL-2506,Rigid Truck,219193,291,51.2,66.4,37.6,48.8,98.1,2.5,8.5,137,1,65,1
FL-2507,Utility Pickup,104939,242,61.6,63.1,41.3,48.9,95.3,2.08,8.2,72,0,38,0
FL-2508,Heavy Truck,323885,260,19.6,88.2,32.1,68.2,108.6,3.39,10.7,9,0,45,0
FL-2509,Rigid Truck,348856,362,88.5,92.6,86.3,65.5,87.1,1.02,11.3,156,1,40,0
FL-2510,Heavy Truck,200697,374,76.3,31.2,26.2,98.9,89.6,1.58,4.9,75,0,39,0
FL-2511,Mini Truck,302345,131,64.8,23.9,85.6,62.8,93.4,2.01,4.4,24,0,43,0
FL-2512,Heavy Truck,172688,283,46,67.1,66.6,93.6,99,2.48,8.5,147,1,56,0
FL-2513,Rigid Truck,400073,412,85.7,21.5,70.7,34,86.4,1.29,4.1,120,1,64,0
FL-2514,Rigid Truck,386527,446,42,78.5,26.6,63.2,101.1,2.64,9.9,124,1,69,1
FL-2515,Light Truck,94218,460,74.2,24.9,25.4,81.3,91.1,1.61,4.4,57,0,41,0
FL-2516,Utility Pickup,290958,151,32.8,40.2,93,83.4,102.1,3.06,6,70,0,46,0
FL-2517,Mini Truck,270232,213,63.5,86.7,33.2,94.4,92.5,1.91,10.8,169,1,52,0
FL-2518,Rigid Truck,216314,438,68,51.7,58.2,57.1,93.4,1.82,7.2,153,1,62,1
